$0;1584737457311000000;1.13;KIEKER;Davids-MacBook.fritz.box;1;false;0;NANOSECONDS;0
$1;1584737457311000000;<not set>;1584737036974-1584737037094-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":500,};1584737036974-1584737037094-0;1741979653;1584737037094000000;1584737037096000000
$1;1584737457311000000;<not set>;1584737036974-1584737037094-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":500,};<not set>;692331943;1584737037094000000;1584737037098000000
$1;1584737457311000000;<not set>;1584737036974-1584737037107-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":501,};1584737036974-1584737037107-0;1741979653;1584737037107000000;1584737037109000000
$1;1584737457311000000;<not set>;1584737036974-1584737037107-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":501,};<not set>;692331943;1584737037107000000;1584737037109000000
$1;1584737457311000000;<not set>;1584737036974-1584737037113-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":502,};1584737036974-1584737037113-0;1741979653;1584737037113000000;1584737037114000000
$1;1584737457311000000;<not set>;1584737036974-1584737037113-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":502,};<not set>;692331943;1584737037113000000;1584737037114000000
$1;1584737457311000000;<not set>;1584737036974-1584737037116-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":503,};1584737036974-1584737037116-0;1741979653;1584737037116000000;1584737037117000000
$1;1584737457311000000;<not set>;1584737036974-1584737037116-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":503,};<not set>;692331943;1584737037116000000;1584737037118000000
$1;1584737457311000000;<not set>;1584737036974-1584737037120-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":504,};1584737036974-1584737037120-0;1741979653;1584737037120000000;1584737037121000000
$1;1584737457311000000;<not set>;1584737036974-1584737037120-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":504,};<not set>;692331943;1584737037120000000;1584737037121000000
$1;1584737457311000000;<not set>;1584737036974-1584737037128-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":505,};1584737036974-1584737037128-0;1741979653;1584737037128000000;1584737037129000000
$1;1584737457311000000;<not set>;1584737036974-1584737037128-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":505,};<not set>;692331943;1584737037128000000;1584737037129000000
$1;1584737457311000000;<not set>;1584737036974-1584737037132-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":506,};1584737036974-1584737037132-0;1741979653;1584737037132000000;1584737037133000000
$1;1584737457311000000;<not set>;1584737036974-1584737037132-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":506,};<not set>;692331943;1584737037132000000;1584737037133000000
$1;1584737457311000000;<not set>;1584737036974-1584737037135-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":507,};1584737036974-1584737037135-0;1741979653;1584737037135000000;1584737037136000000
$1;1584737457311000000;<not set>;1584737036974-1584737037135-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":507,};<not set>;692331943;1584737037135000000;1584737037136000000
$1;1584737457311000000;<not set>;1584737036974-1584737037139-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":508,};1584737036974-1584737037139-0;1741979653;1584737037139000000;1584737037140000000
$1;1584737457311000000;<not set>;1584737036974-1584737037139-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":508,};<not set>;692331943;1584737037139000000;1584737037140000000
$1;1584737457311000000;<not set>;1584737036974-1584737037142-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":509,};1584737036974-1584737037142-0;1741979653;1584737037142000000;1584737037143000000
$1;1584737457311000000;<not set>;1584737036974-1584737037142-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":509,};<not set>;692331943;1584737037142000000;1584737037143000000
$1;1584737457311000000;<not set>;1584737036974-1584737037145-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":510,};1584737036974-1584737037145-0;1741979653;1584737037145000000;1584737037146000000
$1;1584737457311000000;<not set>;1584737036974-1584737037145-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":510,};<not set>;692331943;1584737037145000000;1584737037146000000
$1;1584737457311000000;<not set>;1584737036974-1584737037149-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":511,};1584737036974-1584737037149-0;1741979653;1584737037149000000;1584737037150000000
$1;1584737457311000000;<not set>;1584737036974-1584737037149-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":511,};<not set>;692331943;1584737037149000000;1584737037150000000
$1;1584737457311000000;<not set>;1584737036974-1584737037152-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":512,};1584737036974-1584737037152-0;1741979653;1584737037152000000;1584737037153000000
$1;1584737457311000000;<not set>;1584737036974-1584737037152-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":512,};<not set>;692331943;1584737037152000000;1584737037153000000
$1;1584737457311000000;<not set>;1584737036974-1584737037156-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":513,};1584737036974-1584737037155-0;1741979653;1584737037156000000;1584737037157000000
$1;1584737457311000000;<not set>;1584737036974-1584737037155-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":513,};<not set>;692331943;1584737037155000000;1584737037157000000
$1;1584737457311000000;<not set>;1584737036974-1584737037159-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":514,};1584737036974-1584737037159-0;1741979653;1584737037159000000;1584737037160000000
$1;1584737457311000000;<not set>;1584737036974-1584737037159-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":514,};<not set>;692331943;1584737037159000000;1584737037160000000
$1;1584737457311000000;<not set>;1584737036974-1584737037162-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":515,};1584737036974-1584737037162-0;1741979653;1584737037162000000;1584737037163000000
$1;1584737457311000000;<not set>;1584737036974-1584737037162-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":515,};<not set>;692331943;1584737037162000000;1584737037163000000
$1;1584737457311000000;<not set>;1584737036974-1584737037165-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":516,};1584737036974-1584737037165-0;1741979653;1584737037165000000;1584737037166000000
$1;1584737457311000000;<not set>;1584737036974-1584737037165-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":516,};<not set>;692331943;1584737037165000000;1584737037166000000
