92125
0
0
06099;0;0;0
1309;0;0;0
1825;0;0;0
6409;0;0;0
0;0;0;0
1456;0;0;0
1607;0;0;0
2989;0;0;0
1979;0;0;0
58906;0;0;0
9038;0;0;0
1421;0;0;0
1742;0;0;0
929;0;0;0
1802;0;0;0
1904;0;0;0
1587481170051;214945044;0;0;6687725;2000;0;0;513;14575.391;0.0;0.0;14575.391
1587492760036;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
1587493095198;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
1587493343279;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
1587493573477;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0
1587493724192;123206657;0;0;6128855;2000;0;0;512;8483.177;0.0;0.0;8483.177
1587493878960;147044957;0;0;9190799;2000;0;0;512;10021.418;0.0;0.0;10021.418
1587506605174;289994715;0;0;7563025;2000;0;0;513;7605.801;0.0;0.0;7605.801
1587506892800;240823367;0;0;23778248;2000;0;0;513;20065.182;0.0;0.0;20065.182
1587508835410;177955240;0;0;8882227;2000;0;0;513;9459.682;0.0;0.0;9459.682
1587515029980;254213785;0;0;9128233;2000;0;0;514;14079.6045;0.0;0.0;14079.6045
1587515359636;180978300;0;0;28942648;2000;0;0;513;79656.42;0.0;0.0;79656.42
1587515470233;191042211;0;0;22381497;2000;0;0;513;21376.547;0.0;0.0;21376.547
1587515671562;222437518;0;0;11007499;2000;0;0;513;87001.69;0.0;0.0;87001.69
1587515793590;153075906;0;0;7150377;2000;0;0;513;21457.26;0.0;0.0;21457.26
1587515953916;148449240;0;0;10353334;2000;0;0;513;9003.811;0.0;0.0;9003.811
1587516092909;230055102;0;0;12843426;2000;0;0;513;29730.78;0.0;0.0;29730.78
1587516152910;439852233;0;0;84151742;2000;0;0;519;25483.277;0.0;0.0;25483.277
1587516856377;278425044;0;0;27539578;2000;0;0;515;11611.546;0.0;0.0;11611.546
1587517013514;316589652;0;0;227405997;2000;0;0;516;5853.81;0.0;0.0;5853.81
1587567082813;259303354;0;0;9793143;2000;0;0;513;10169.839;0.0;0.0;10169.839
1587568270117;206041522;0;0;10266928;2000;0;0;513;9587.34;0.0;0.0;9587.34
1587571935763;157177174;0;0;8729216;2000;0;0;512;30399.965;0.0;0.0;30399.965
1587571998947;187642781;0;0;9491925;2000;0;0;513;71806.91;0.0;0.0;71806.91
1587572293622;119242737;0;0;8127171;2000;0;0;512;21414.385;0.0;0.0;21414.385
1587572488025;174321448;0;0;16734893;2000;0;0;512;10726.546;0.0;0.0;10726.546
1587572739530;152617995;0;0;9403543;2000;0;0;512;4874.582;0.0;0.0;4874.582
1587573046574;170454409;0;0;8350544;2000;0;0;512;42339.867;0.0;0.0;42339.867
1587573248474;145483055;0;0;8352770;2000;0;0;512;3532.6782;0.0;0.0;3532.6782
1587573378832;141647939;0;0;12588551;2000;0;0;512;20086.662;0.0;0.0;20086.662
1587573483610;189831437;0;0;43573215;2000;0;0;512;6523.207;0.0;0.0;6523.207
1587573674463;103872908;0;0;7466403;2000;0;0;512;117647.08;0.0;0.0;117647.08
1587645316056;406692757;0;0;12666890;2000;0;0;516;12367.279;0.0;0.0;12367.279
1587646634148;249771046;0;0;8447243;2000;0;0;514;25957.959;0.0;0.0;25957.959
1587646776841;272117360;0;0;17066919;2000;0;0;514;4635.629;0.0;0.0;4635.629
1587647071660;163173292;0;0;14386403;2000;0;0;512;13158.529;0.0;0.0;13158.529
1587647263461;264008108;0;0;7876434;2000;0;0;514;18480.457;0.0;0.0;18480.457
1587648702380;209352115;0;0;18880902;2000;0;0;513;8922.589;0.0;0.0;8922.589
1587649062654;216687965;0;0;6923916;2000;0;0;513;43403.582;0.0;0.0;43403.582
1587649939909;216703230;0;0;9591745;2000;0;0;513;14125.6875;0.0;0.0;14125.6875
1587659120064;123964319;0;0;8926346;2000;0;0;513;8685.87;0.0;0.0;8685.87
1587659479385;216023434;0;0;17032500;2000;0;0;513;8861.061;0.0;0.0;8861.061
1587662252222;260321312;0;0;24250944;2000;0;0;513;11732.5205;0.0;0.0;11732.5205
1587662435528;250522079;0;0;22313561;2000;0;0;514;15506.865;0.0;0.0;15506.865
1587663018713;298166929;0;0;54784029;2000;0;0;514;977367.6;0.0;0.0;977367.6
1587663723077;164402015;0;0;9046444;2000;0;0;513;5002.6597;0.0;0.0;5002.6597
1587663802462;219555725;0;0;11717817;2000;0;0;513;5608.333;0.0;0.0;5608.333
1587663925228;182075227;0;0;24687161;2000;0;0;513;5179.152;0.0;0.0;5179.152
1587664427259;190197253;0;0;8119416;2000;0;0;513;86836.57;0.0;0.0;86836.57
1587664655827;169159240;0;0;13406778;2000;0;0;512;6581.1045;0.0;0.0;6581.1045
1587664815085;207612925;0;0;12273729;2000;0;0;513;36064.71;0.0;0.0;36064.71
1587666421167;247771066;0;0;12400883;2000;0;0;514;85100.09;0.0;0.0;85100.09
1587666790275;144777035;0;0;9919908;2000;0;0;512;8604.971;0.0;0.0;8604.971
1587688892309;170951660;0;0;7120650;2000;0;0;512;10586.568;0.0;0.0;10586.568
