$0;1584739147786000000;1.13;KIEKER;Davids-MacBook.fritz.box;1;false;0;NANOSECONDS;0
$1;1584739147786000000;<not set>;1584738757992-1584738758401-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":500,};1584738757992-1584738758400-0;1741979653;1584738758401000000;1584738758402000000
$1;1584739147786000000;<not set>;1584738757992-1584738758400-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":500,};<not set>;692331943;1584738758400000000;1584738758406000000
$1;1584739147786000000;<not set>;1584738757992-1584738758416-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":501,};1584738757992-1584738758416-0;1741979653;1584738758416000000;1584738758418000000
$1;1584739147786000000;<not set>;1584738757992-1584738758416-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":501,};<not set>;692331943;1584738758416000000;1584738758418000000
$1;1584739147786000000;<not set>;1584738757992-1584738758428-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":502,};1584738757992-1584738758427-0;1741979653;1584738758427000000;1584738758429000000
$1;1584739147786000000;<not set>;1584738757992-1584738758427-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":502,};<not set>;692331943;1584738758427000000;1584738758429000000
$1;1584739147786000000;<not set>;1584738757992-1584738758480-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":503,};1584738757992-1584738758480-0;1741979653;1584738758480000000;1584738758482000000
$1;1584739147786000000;<not set>;1584738757992-1584738758480-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":503,};<not set>;692331943;1584738758480000000;1584738758482000000
$1;1584739147786000000;<not set>;1584738757992-1584738758485-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":504,};1584738757992-1584738758485-0;1741979653;1584738758485000000;1584738758486000000
$1;1584739147786000000;<not set>;1584738757992-1584738758485-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":504,};<not set>;692331943;1584738758485000000;1584738758487000000
$1;1584739147786000000;<not set>;1584738757992-1584738758490-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":505,};1584738757992-1584738758490-0;1741979653;1584738758490000000;1584738758492000000
$1;1584739147786000000;<not set>;1584738757992-1584738758490-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":505,};<not set>;692331943;1584738758490000000;1584738758492000000
$1;1584739147786000000;<not set>;1584738757992-1584738758501-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":506,};1584738757992-1584738758501-0;1741979653;1584738758501000000;1584738758502000000
$1;1584739147786000000;<not set>;1584738757992-1584738758501-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":506,};<not set>;692331943;1584738758501000000;1584738758502000000
$1;1584739147786000000;<not set>;1584738757992-1584738758506-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":507,};1584738757992-1584738758506-0;1741979653;1584738758506000000;1584738758508000000
$1;1584739147786000000;<not set>;1584738757992-1584738758506-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":507,};<not set>;692331943;1584738758506000000;1584738758508000000
$1;1584739147786000000;<not set>;1584738757992-1584738758514-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":508,};1584738757992-1584738758514-0;1741979653;1584738758514000000;1584738758516000000
$1;1584739147786000000;<not set>;1584738757992-1584738758514-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":508,};<not set>;692331943;1584738758514000000;1584738758516000000
$1;1584739147786000000;<not set>;1584738757992-1584738758520-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":509,};1584738757992-1584738758519-0;1741979653;1584738758520000000;1584738758522000000
$1;1584739147786000000;<not set>;1584738757992-1584738758519-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":509,};<not set>;692331943;1584738758519000000;1584738758522000000
$1;1584739147786000000;<not set>;1584738757992-1584738758530-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":510,};1584738757992-1584738758530-0;1741979653;1584738758530000000;1584738758531000000
$1;1584739147786000000;<not set>;1584738757992-1584738758530-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":510,};<not set>;692331943;1584738758530000000;1584738758531000000
$1;1584739147786000000;<not set>;1584738757992-1584738758534-1;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":511,};1584738757992-1584738758534-0;1741979653;1584738758534000000;1584738758535000000
$1;1584739147786000000;<not set>;1584738757992-1584738758534-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":511,};<not set>;692331943;1584738758534000000;1584738758535000000
$1;1584739147786000000;<not set>;1584738757992-1584738758540-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2nvWUKKQEem6I6QlOar_-g;{"amount":512,};1584738757992-1584738758538-0;1741979653;1584738758540000000;1584738758540000000
$1;1584739147786000000;<not set>;1584738757992-1584738758538-0;a96a9d2a215f29b327b2659352bd39a5;Davids-MacBook.fritz.box;_2RDcwKMhEemdKJpkeqfUZw;{"amount":512,};<not set>;692331943;1584738758538000000;1584738758541000000
