1587946457721;136309541;0;0;13197537;2000;0;0;513;13761.978;0.0;0.0;13761.978
1587946504483;298066307;0;0;9607608;2000;0;0;514;81238.72;0.0;0.0;81238.72
1587946608121;191476590;0;0;12741288;2000;0;0;513;9626.159;0.0;0.0;9626.159
1587946996226;271439844;0;0;19058111;2000;0;0;516;10022.131;0.0;0.0;10022.131
1587947292033;141608776;0;0;6248263;2000;0;0;512;35042.32;0.0;0.0;35042.32
1587947494612;156365803;0;0;6982333;2000;0;0;513;6794.872;0.0;0.0;6794.872
1587978506578;440104887;0;0;13608928;2000;0;0;518;9328.533;0.0;0.0;9328.533
1587980860228;205769736;0;0;7701455;1000;0;0;513;133059.06;0.0;0.0;133059.06
1587985730336;338361240;0;0;12814892;1000;0;0;515;32521.564;0.0;0.0;32521.564
1587985937341;151193345;0;0;6911568;1000;0;0;512;76540.71;0.0;0.0;76540.71
1587986075346;165957603;0;0;6651955;1000;0;0;513;32591.625;0.0;0.0;32591.625
1587986220364;226006038;0;0;46265839;1000;0;0;562;27114.1;0.0;0.0;27114.1
1587986407539;138656661;0;0;130616803;1000;0;0;1000;41767.24;0.0;0.0;41767.24
1587986634374;206624036;0;0;9191389;2000;0;0;512;5877.333;0.0;0.0;5877.333
1587986782187;181739881;0;0;14555570;2000;0;0;513;8423.162;0.0;0.0;8423.162
1587986872499;231011998;0;0;31722686;2000;0;0;513;20796.074;0.0;0.0;20796.074
1587986909734;186989803;0;0;17604184;2000;0;0;513;13751.053;0.0;0.0;13751.053
1587994697350;250994207;0;0;17000136;2000;0;0;514;10073.337;0.0;0.0;10073.337
1587995692256;246750922;0;0;11105797;2000;0;0;513;11130.086;0.0;0.0;11130.086
1588270829546;160150289;0;0;7599694;2000;0;0;512;11711.634;0.0;0.0;11711.634
1588363678904;175956367;0;0;7448971;2000;0;0;512;9184.303;0.0;0.0;9184.303
1588363972687;176505058;0;0;9423569;2000;0;0;513;14336.084;0.0;0.0;14336.084
1588364030923;175620232;0;0;6974953;2000;0;0;513;6530.6816;0.0;0.0;6530.6816
1588426817840;436147649;0;0;10844462;2000;0;0;520;6176.3936;0.0;0.0;6176.3936
